sentence,text_processed,true_label,tuned_pred,tuned_correct,word_count,confidence,base_pred,base_correct
các bài tập về nhà và bài tập kiểm tra tại lớp giúp tụi em chú tâm vào học tập hơn .,các bài tập về nhà và bài tập kiểm tra tại lớp giúp tụi em chú tâm vào học tập hơn .,positive,positive,True,22,0.5131662302487484,positive,True
nên giảng dạy chi tiết hơn .,nên giảng dạy chi tiết hơn .,negative,negative,True,7,0.9971132148603471,negative,True
slide bài giảng đầy đủ rõ ràng giáo viên đúng giờ .,slide bài giảng đầy đủ rõ ràng giáo viên đúng giờ .,positive,positive,True,12,0.9947982958704851,positive,True
mặt còn không biết thì giảng dạy cái gì đây .,mặt còn không biết thì giảng dạy cái gì đây .,negative,negative,True,11,0.9217864852363397,negative,True
tương tác với sinh viên .,tương tác với sinh viên .,neutral,negative,False,6,0.4925540566953126,positive,False
giữ nguyên hình thức cũ !,giữ nguyên hình thức cũ !,neutral,negative,False,6,0.8774599501010372,negative,False
điểm danh vấn đề đi học thông qua việc lên sửa bài tập hơi gắt chút .,điểm danh vấn đề đi học thông qua việc lên sửa bài tập hơi gắt chút .,negative,negative,True,17,0.6393128488653264,negative,True
giảng viên đưa ra bài tập cụ thể .,giảng viên đưa ra bài tập cụ thể .,positive,positive,True,9,0.7681214867063771,positive,True
"giảng viên thường xuyên trao đổi thông tin học tập với sinh viên , đốc thúc , khích lệ tinh thần học tập của sinh viên .","giảng viên thường xuyên trao đổi thông tin học tập với sinh viên , đốc thúc , khích lệ tinh thần học tập của sinh viên .",positive,positive,True,27,0.9195529281901473,positive,True
"phát âm của cô hơi sai , đặc biệt phần chữ th .","phát âm của cô hơi sai , đặc biệt phần chữ th .",negative,negative,True,13,0.9803245107377974,negative,True
"thầy dễ gần , tận tình .","thầy dễ gần , tận tình .",positive,positive,True,7,0.9996069541328996,positive,True
có nhiều thời gian hơn để gặp giáo viên và thực hành trên lớp .,có nhiều thời gian hơn để gặp giáo viên và thực hành trên lớp .,neutral,negative,False,15,0.7974542489275763,negative,False
"giải thích tất cả nội dung mới , nói sơ lược về nội dung cũ .","giải thích tất cả nội dung mới , nói sơ lược về nội dung cũ .",positive,positive,True,16,0.5495728497333123,negative,False
"lý thuyết chưa học những phần mà thực hành dạy , học thực hành quá sơ sài .","lý thuyết chưa học những phần mà thực hành dạy , học thực hành quá sơ sài .",negative,negative,True,18,0.9984558115167849,negative,True
em nghĩ việc lớn lao nhất của giáo viên làm đó là truyền cảm hứng và truyền đạt kiến thức cho sinh viên của mình !,em nghĩ việc lớn lao nhất của giáo viên làm đó là truyền cảm hứng và truyền đạt kiến thức cho sinh viên của mình !,positive,positive,True,26,0.5006052279089865,positive,True
"cô dạy hay , dễ hiểu , thân thiện với lớp .","cô dạy hay , dễ hiểu , thân thiện với lớp .",positive,positive,True,12,0.9989704707123912,positive,True
không dạy lướt và áp dụng những phần chưa học vào tiết học hiện tại .,không dạy lướt và áp dụng những phần chưa học vào tiết học hiện tại .,negative,negative,True,16,0.9629632357384903,negative,True
"cô vui tính , dạy hay và dễ hiểu .","cô vui tính , dạy hay và dễ hiểu .",positive,positive,True,10,0.9999906269562052,positive,True
nhiều chỗ hay dạy còn hơi nhanh .,nhiều chỗ hay dạy còn hơi nhanh .,negative,negative,True,8,0.8955586357823753,negative,True
rất thu hút .,rất thu hút .,positive,positive,True,4,0.9855329717242605,positive,True
nên cho thêm bài tập .,nên cho thêm bài tập .,negative,negative,True,6,0.999891870647398,negative,True
máy chiếu thường có vấn đề ở phòng wzjwz145 .,máy chiếu thường có vấn đề ở phòng wzjwz145 .,negative,negative,True,10,0.9687487342625705,negative,True
kỹ lưỡng .,kỹ lưỡng .,positive,positive,True,3,0.5360424757252784,positive,True
nên nhiều vấn đề thầy giảng còn hơi mông lung khó hiểu .,nên nhiều vấn đề thầy giảng còn hơi mông lung khó hiểu .,positive,negative,False,13,0.9995094637444873,negative,False
"giảng viên siết chặt hơn nữa việc báo cáo tiến độ , tránh tình trạng các nhóm bao che cho nhau .","giảng viên siết chặt hơn nữa việc báo cáo tiến độ , tránh tình trạng các nhóm bao che cho nhau .",negative,negative,True,22,0.975898298524104,negative,True
giảng viên nên tạo ra không khí vui vẻ để sinh viên có thể thoải mái nói bằng tiếng anh .,giảng viên nên tạo ra không khí vui vẻ để sinh viên có thể thoải mái nói bằng tiếng anh .,negative,negative,True,21,0.9017345534533934,negative,True
"nội dung thầy dạy còn thiếu ở chỗ lý thuyết , thời gian trên lớp còn chưa được tận dụng ở mức tốt , thời gian rỗi còn nhiều mà trong khi thầy vẫn chưa dạy lại .","nội dung thầy dạy còn thiếu ở chỗ lý thuyết , thời gian trên lớp còn chưa được tận dụng ở mức tốt , thời gian rỗi còn nhiều mà trong khi thầy vẫn chưa dạy lại .",negative,negative,True,38,0.954850771559476,negative,True
"ở những ngày đầu thầy khá khó khăn trong việc báo cáo , không giảng kỹ và thời gian có bị trì hoãn nên có hơi khó khăn trong việc chuẩn bị bài báo cáo .","ở những ngày đầu thầy khá khó khăn trong việc báo cáo , không giảng kỹ và thời gian có bị trì hoãn nên có hơi khó khăn trong việc chuẩn bị bài báo cáo .",negative,negative,True,36,0.9989782983723593,negative,True
trong quá trình dạy hướng dẫn chi tiết .,trong quá trình dạy hướng dẫn chi tiết .,positive,positive,True,9,0.9649879611577387,positive,True
"giảng viên tận tình , không khí giờ học không áp lực .","giảng viên tận tình , không khí giờ học không áp lực .",positive,positive,True,13,0.8815968782295664,positive,True
"sẵn sàng giảng lại nếu một bạn nào đó không hiểu , nhiều lần cho đến khi bạn hiểu rõ vấn đề .","sẵn sàng giảng lại nếu một bạn nào đó không hiểu , nhiều lần cho đến khi bạn hiểu rõ vấn đề .",positive,positive,True,23,0.6612610997941026,positive,True
"viết bài nhiều , học ngoài giờ nhiều .","viết bài nhiều , học ngoài giờ nhiều .",positive,negative,False,9,0.849430457042303,negative,False
"thầy hướng dẫn rất tận tình , chu đáo , giảng dễ hiểu .","thầy hướng dẫn rất tận tình , chu đáo , giảng dễ hiểu .",positive,positive,True,14,0.9990048086750013,positive,True
thầy truyền đạt rất nhiệt tình và dễ hiểu .,thầy truyền đạt rất nhiệt tình và dễ hiểu .,positive,positive,True,10,0.9998604441653068,positive,True
cô nên dạy nội dung thực tiễn của nội dung môn học với cuộc sống hơn .,cô nên dạy nội dung thực tiễn của nội dung môn học với cuộc sống hơn .,negative,negative,True,17,0.7297014851149617,negative,True
cập nhật thông tin môn học trên courses .,cập nhật thông tin môn học trên courses .,negative,negative,True,9,0.783932899732199,negative,True
"em không biết là do giảng viên hay do bộ môn phân bổ cách dạy như vậy nhưng em hi vọng chất lượng sẽ ngày được cải thiện , chúng em là sinh viên học để sau này đi làm chứ không phải học để qua môn , và tiếng anh lại rất cần thiết co ngành nghề của chúng em .","em không biết là do giảng viên hay do bộ môn phân bổ cách dạy như vậy nhưng em hi vọng chất lượng sẽ ngày được cải thiện , chúng em là sinh viên học để sau này đi làm chứ không phải học để qua môn , và tiếng anh lại rất cần thiết co ngành nghề của chúng em .",negative,negative,True,62,0.9897756002438002,negative,True
dạy dễ hiểu nhiệt tình .,dạy dễ hiểu nhiệt tình .,positive,positive,True,6,0.9999929791451072,positive,True
"giảng viên nhiệt tình , quan tâm , dạy tốt .","giảng viên nhiệt tình , quan tâm , dạy tốt .",positive,positive,True,11,0.9999500082553061,positive,True
"môn học đòi hỏi máy tính sinh viên thực hành có cấu hình cao tuy nhiên , có nhiều sinh viên không thể đảm bao điều kiện .","môn học đòi hỏi máy tính sinh viên thực hành có cấu hình cao tuy nhiên , có nhiều sinh viên không thể đảm bao điều kiện .",negative,negative,True,28,0.9523090847887666,negative,True
nên upload nội dung học sau mỗi bữa vào module để sinh viên không đi học bữa đó nắm được mình sẽ cần chuẩn bị những gì vào buổi sau .,nên upload nội dung học sau mỗi bữa vào module để sinh viên không đi học bữa đó nắm được mình sẽ cần chuẩn bị những gì vào buổi sau .,negative,negative,True,31,0.9979201721576203,negative,True
em nghĩ môn này nên làm đồ án thay cho thi tập trung .,em nghĩ môn này nên làm đồ án thay cho thi tập trung .,negative,negative,True,14,0.9567451008415055,negative,True
có nhiều giờ chữa và giải bài tập hơn nữa .,có nhiều giờ chữa và giải bài tập hơn nữa .,negative,negative,True,11,0.9563602865477473,negative,True
"chỉ nên cho làm những bài tập vừa và ngắn , trong quá trình làm bài tập thì giúp đỡ những sinh viên chưa hiểu bài , không bỏ ra ngoài .","chỉ nên cho làm những bài tập vừa và ngắn , trong quá trình làm bài tập thì giúp đỡ những sinh viên chưa hiểu bài , không bỏ ra ngoài .",negative,negative,True,32,0.9798398253682374,negative,True
thầy dạy học phần 2 hơi khó chịu .,thầy dạy học phần 2 hơi khó chịu .,negative,negative,True,9,0.9919393958532368,negative,True
không được đánh mạnh .,không được đánh mạnh .,negative,negative,True,5,0.9929202666122229,negative,True
vui vẻ với sinh viên .,vui vẻ với sinh viên .,positive,positive,True,6,0.9917067576297335,positive,True
giải đáp thắc mắc nhiệt tình ( nếu hỏi trực tiếp ) .,giải đáp thắc mắc nhiệt tình nếu hỏi trực tiếp .,positive,positive,True,11,0.9888048372610585,positive,True
thầy wzjwz77 dạy rất hay và tận tâm .,thầy wzjwz77 dạy rất hay và tận tâm .,positive,positive,True,9,0.9999627093741542,positive,True
"hơi nghiêm quá , nhưng không vấn đề , rất ok .","hơi nghiêm quá , nhưng không vấn đề , rất ok .",positive,negative,False,12,0.9939621275976412,negative,False
giảng viên gần như không có mặt ở lớp .,giảng viên gần như không có mặt ở lớp .,negative,negative,True,10,0.9344484332881015,negative,True
em biết điều này hơi khó nhưng liệu thầy có thể luyện giọng địa phương được không ạ .,em biết điều này hơi khó nhưng liệu thầy có thể luyện giọng địa phương được không ạ .,negative,negative,True,19,0.9808920068347552,negative,True
có phần thầy nói hơi nhanh .,có phần thầy nói hơi nhanh .,negative,negative,True,7,0.9885860820464327,negative,True
thầy không hay đưa bài tập làm .,thầy không hay đưa bài tập làm .,negative,negative,True,8,0.6624289235694651,negative,True
"lên lớp đúng giờ , xử lý về điểm số rất chính xác .","lên lớp đúng giờ , xử lý về điểm số rất chính xác .",positive,positive,True,14,0.7477554386659723,positive,True
bài giảng rõ ràng .,bài giảng rõ ràng .,positive,positive,True,5,0.9518855130565619,positive,True
làm đồ án phải báo cáo mỗi 2 tuần .,làm đồ án phải báo cáo mỗi 2 tuần .,positive,negative,False,10,0.8653880465528097,negative,False
các slide và tài liệu thầy cung cấp cụ thể .,các slide và tài liệu thầy cung cấp cụ thể .,positive,positive,True,11,0.6572809649647605,positive,True
"thầy cho chép nhiều quá , nên làm thành ebook để sinh viên được theo dõi phù hợp hơn .","thầy cho chép nhiều quá , nên làm thành ebook để sinh viên được theo dõi phù hợp hơn .",negative,negative,True,20,0.9990272436485028,negative,True
không giao bài tập .,không giao bài tập .,negative,negative,True,5,0.9885394753733768,negative,True
"giảng viên nhiệt tình , giảng dạy kiến thức thực tiễn .","giảng viên nhiệt tình , giảng dạy kiến thức thực tiễn .",positive,positive,True,12,0.9995668695976179,positive,True
được nói cặp .,được nói cặp .,positive,negative,False,4,0.7379553606276739,negative,False
"thái độ giảng dạy chưa nhiệt tình , khô khan .","thái độ giảng dạy chưa nhiệt tình , khô khan .",negative,negative,True,11,0.9943573911632699,negative,True
luyện tập tốt .,luyện tập tốt .,positive,positive,True,4,0.9817765046667122,positive,True
"phòng học cần mát mẻ và ít bụi hơn , các bộ mạch , bộ kit thí nghiệm trong phòng lab khoa wzjwz38 cần được bảo trì , sửa chữa thường xuyên , hầu như là không còn cái nào đảm bao chất lượng cả , có cái thì hỏng một ít có cái thì hỏng hết để đấy .","phòng học cần mát mẻ và ít bụi hơn , các bộ mạch , bộ kit thí nghiệm trong phòng lab khoa wzjwz38 cần được bảo trì , sửa chữa thường xuyên , hầu như là không còn cái nào đảm bao chất lượng cả , có cái thì hỏng một ít có cái thì hỏng hết để đấy .",negative,negative,True,60,0.9998543793118266,negative,True
tốt rồi .,tốt rồi .,positive,positive,True,3,0.9544672134016001,positive,True
thầy rất nhiệt tình giảng dạy và giải đáp thắc mắc của sinh viên !,thầy rất nhiệt tình giảng dạy và giải đáp thắc mắc của sinh viên !,positive,positive,True,15,0.9990843256737604,positive,True
giảng viên có trình độ tốt .,giảng viên có trình độ tốt .,positive,positive,True,7,0.8768472839105779,positive,True
"thầy vui tính , hòa đồng với sinh viên , giúp sinh viên tự chủ trong học tập .","thầy vui tính , hòa đồng với sinh viên , giúp sinh viên tự chủ trong học tập .",positive,positive,True,19,0.9986628964791815,positive,True
cần thống nhất giữa chương trình lý thuyết và thực hành để tránh tình trạng thực hành trước lý thuyết .,cần thống nhất giữa chương trình lý thuyết và thực hành để tránh tình trạng thực hành trước lý thuyết .,negative,negative,True,21,0.9927460746111554,negative,True
thầy đẹp trai .,thầy đẹp trai .,positive,positive,True,4,0.8686629478491491,positive,True
không phải là không hài lòng mà khiếm khuyết nhỏ là giọng nói khi giảng dạy tuy hơi khó nghe .,không phải là không hài lòng mà khiếm khuyết nhỏ là giọng nói khi giảng dạy tuy hơi khó nghe .,negative,negative,True,21,0.9988699857560651,negative,True
thầy nên sử dụng micro để giảng bài .,thầy nên sử dụng micro để giảng bài .,negative,negative,True,9,0.9938780305412326,negative,True
"giảng viên hòa đồng , giảng dạy dễ hiểu .","giảng viên hòa đồng , giảng dạy dễ hiểu .",positive,positive,True,10,0.9990472807935888,positive,True
sau mỗi định lý nên có ví dụ và chữa chi tiết ngay .,sau mỗi định lý nên có ví dụ và chữa chi tiết ngay .,negative,negative,True,14,0.9485381967979912,negative,True
"giảng viên giảng dạy nhiệt tình , chi tiết , slide bài giảng đầy đủ , ví dụ bài học sinh động , sâu sắc .","giảng viên giảng dạy nhiệt tình , chi tiết , slide bài giảng đầy đủ , ví dụ bài học sinh động , sâu sắc .",positive,positive,True,26,0.9996943404441748,positive,True
phần học lý thuyết suông .,phần học lý thuyết suông .,negative,negative,True,6,0.9530284368615609,negative,True
"thầy vui tính , dạy kỹ .","thầy vui tính , dạy kỹ .",positive,positive,True,7,0.9996166287958443,positive,True
"nhiệt tình , truyền cảm hứng tò mò nghiên cứu , khích lệ tinh thần học tập .","nhiệt tình , truyền cảm hứng tò mò nghiên cứu , khích lệ tinh thần học tập .",positive,positive,True,18,0.9891276324220587,positive,True
phòng máy nên được nâng cấp .,phòng máy nên được nâng cấp .,negative,negative,True,7,0.9987467317112696,negative,True
dạy dài khó hiểu .,dạy dài khó hiểu .,negative,negative,True,5,0.9973808315614436,negative,True
"về cách chấm điểm đồ án cuối kỳ , giảng viên hoàn toàn chấm theo cảm tính mà không có bất cứ một thang điểm cụ thể nào .","về cách chấm điểm đồ án cuối kỳ , giảng viên hoàn toàn chấm theo cảm tính mà không có bất cứ một thang điểm cụ thể nào .",negative,negative,True,29,0.92510818662682,negative,True
thầy giảng dạy nhiệt tình dễ hiểu .,thầy giảng dạy nhiệt tình dễ hiểu .,positive,positive,True,8,0.9999820558090269,positive,True
có nhiều hình thức giảng dạy mới giúp sinh viên tiếp thu kiến thức dễ dàng .,có nhiều hình thức giảng dạy mới giúp sinh viên tiếp thu kiến thức dễ dàng .,positive,positive,True,17,0.9950349894746892,positive,True
đưa ra lịch thự hành các môn trước khi đăng ký môn học .,đưa ra lịch thự hành các môn trước khi đăng ký môn học .,negative,negative,True,14,0.5753999685405099,negative,True
thầy dạy nhiệt tình nhưng hơi buồn ngủ !,thầy dạy nhiệt tình nhưng hơi buồn ngủ !,negative,negative,True,9,0.9894414196983179,negative,True
lớp đông sinh viên mà thầy viết chữ nhỏ quá không thấy gì hết .,lớp đông sinh viên mà thầy viết chữ nhỏ quá không thấy gì hết .,negative,negative,True,15,0.9945807653661634,negative,True
nên tăng thêm thời gian học .,nên tăng thêm thời gian học .,negative,negative,True,7,0.9960591954928831,negative,True
"thầy dạy hay , rất dễ hiểu , đi dạy đúng giờ , cởi mở với học sinh .","thầy dạy hay , rất dễ hiểu , đi dạy đúng giờ , cởi mở với học sinh .",positive,positive,True,19,0.9998349896788944,positive,True
nói chung là không có vấn đề tiêu cực với phương pháp của cô .,nói chung là không có vấn đề tiêu cực với phương pháp của cô .,neutral,negative,False,15,0.7755308505400045,negative,False
"giảng viên dạy nhanh các ngữ pháp , nhưng cần phải upload tài liệu lên moodle , vì giảng viên giảng bài quá nhanh nên sinh viên không theo kịp .","giảng viên dạy nhanh các ngữ pháp , nhưng cần phải upload tài liệu lên moodle , vì giảng viên giảng bài quá nhanh nên sinh viên không theo kịp .",negative,negative,True,31,0.9996057559887589,negative,True
giáo viên không lên lớp .,giáo viên không lên lớp .,negative,negative,True,6,0.934394167780899,negative,True
vì thời gian trong lớp tập trung hơn .,vì thời gian trong lớp tập trung hơn .,neutral,negative,False,9,0.8233240749491102,negative,False
"cô dạy nhiệt tình , dễ hiểu , nguồn kiến thức dồi dào .","cô dạy nhiệt tình , dễ hiểu , nguồn kiến thức dồi dào .",positive,positive,True,14,0.999909834150245,positive,True
"thầy rất nhiệt tình , giảng dạy những kiến thức rất bổ ích .","thầy rất nhiệt tình , giảng dạy những kiến thức rất bổ ích .",positive,positive,True,14,0.9999021492534346,positive,True
có thầy dạy rất nhiệt tình và dễ hiểu .,có thầy dạy rất nhiệt tình và dễ hiểu .,positive,positive,True,10,0.9999053359446856,positive,True
"bám quá nhiều vào giáo trình , cần giảng nhiều hơn các ví dụ như vậy sinh viên mới dễ ứng dụng .","bám quá nhiều vào giáo trình , cần giảng nhiều hơn các ví dụ như vậy sinh viên mới dễ ứng dụng .",negative,negative,True,23,0.9937322416984844,negative,True
giảng viên giảng dạy tốt .,giảng viên giảng dạy tốt .,positive,positive,True,6,0.9967952063633108,positive,True
"cung cấp kiến thức bổ ích , dễ tiếp thu .","cung cấp kiến thức bổ ích , dễ tiếp thu .",positive,positive,True,11,0.9992473698881346,positive,True
trang thiết bị tốt .,trang thiết bị tốt .,positive,negative,False,5,0.480676450474634,negative,False
"bản thân em nghĩ là học lý thuyết quá nhiều , quá cứng , trong khi thực hành kỹ năng lại ít cho nên hiệu quả không nhiều , đa số sinh viên tự tìm tòi .","bản thân em nghĩ là học lý thuyết quá nhiều , quá cứng , trong khi thực hành kỹ năng lại ít cho nên hiệu quả không nhiều , đa số sinh viên tự tìm tòi .",negative,negative,True,37,0.9996668211670536,negative,True
còn thiếu bài giảng trên moodle .,còn thiếu bài giảng trên moodle .,negative,negative,True,7,0.9739742183605407,negative,True
giáo viên tận tình truyền đạt kiến thức .,giáo viên tận tình truyền đạt kiến thức .,positive,positive,True,9,0.9818133987841453,positive,True
giảng viên khuyến khích việc tự học và nghiên cứu ở sinh viên .,giảng viên khuyến khích việc tự học và nghiên cứu ở sinh viên .,positive,positive,True,14,0.8929202472692592,positive,True
sinh viên dễ cảm thấy chán và ớn .,sinh viên dễ cảm thấy chán và ớn .,negative,negative,True,9,0.7130067578693943,negative,True
cô nói rất nhỏ và rất đều rất dễ buồn ngủ cô hay đứng trên bục nói và không giao tiếp nhiều với sinh viên với cô vẽ sơ đồ mạch rất chi chít rất là rối và khó hiểu .,cô nói rất nhỏ và rất đều rất dễ buồn ngủ cô hay đứng trên bục nói và không giao tiếp nhiều với sinh viên với cô vẽ sơ đồ mạch rất chi chít rất là rối và khó hiểu .,negative,negative,True,41,0.9606809084225884,negative,True
"thầy rất nhiệt tình , rất quan tâm sinh viên .","thầy rất nhiệt tình , rất quan tâm sinh viên .",positive,positive,True,11,0.9998150120964664,positive,True
máy chiếu hơi mờ .,máy chiếu hơi mờ .,negative,negative,True,5,0.9996464340449732,negative,True
luôn luôn nguyên tắc và tương tác tốt đối với sinh viên .,luôn luôn nguyên tắc và tương tác tốt đối với sinh viên .,positive,positive,True,13,0.9873747890788418,positive,True
"lúc ngày đầu tiên vào giới thiệu thì tự thầy nói rằng thầy không yêu cầu cao , học hành rất thoải mái với thầy , nhưng càng về sau cả lớp đều chịu thua với độ khó tính của thầy .","lúc ngày đầu tiên vào giới thiệu thì tự thầy nói rằng thầy không yêu cầu cao , học hành rất thoải mái với thầy , nhưng càng về sau cả lớp đều chịu thua với độ khó tính của thầy .",negative,negative,True,42,0.8511139162322231,negative,True
thầy dạy dễ hiểu và nhiệt tình .,thầy dạy dễ hiểu và nhiệt tình .,positive,positive,True,8,0.9999656601071226,positive,True
"slide bài giảng còn khá nhiều chỗ sai sót , chưa thống nhất , rất mong giảng viên chỉnh sửa lại .","slide bài giảng còn khá nhiều chỗ sai sót , chưa thống nhất , rất mong giảng viên chỉnh sửa lại .",negative,negative,True,22,0.9995666576121258,negative,True
"có nhiều hoạt động thiết thực , cách nói hấp dẫn .","có nhiều hoạt động thiết thực , cách nói hấp dẫn .",positive,positive,True,12,0.8885427356759152,positive,True
lớp có 2 giảng viên hướng dẫn là cô wzjwz90 và thầy wzjwz91 .,lớp có 2 giảng viên hướng dẫn là cô wzjwz90 và thầy wzjwz91 .,neutral,positive,False,14,0.9274324043332147,positive,False
chỉ có việc đọc slide và chấm điểm không giải thích gì thêm .,chỉ có việc đọc slide và chấm điểm không giải thích gì thêm .,negative,negative,True,14,0.9730632446660945,negative,True
giáo viên nhiệt tình .,giáo viên nhiệt tình .,positive,positive,True,5,0.999922182750957,positive,True
mong nhà trường phân bố thời lượng môn học rõ ràng và khoa học hơn !,mong nhà trường phân bố thời lượng môn học rõ ràng và khoa học hơn !,negative,negative,True,16,0.9728706845295866,negative,True
"dạy nhiệt tình dễ hiểu , đi học chuyên cần đầy đủ là điểm sẽ tốt và đề cô ra vừa sức học của sinh viên .","dạy nhiệt tình dễ hiểu , đi học chuyên cần đầy đủ là điểm sẽ tốt và đề cô ra vừa sức học của sinh viên .",positive,positive,True,27,0.9989026833637611,positive,True
thầy rất nhiệt tình giảng dạy và giúp đỡ sinh viên .,thầy rất nhiệt tình giảng dạy và giúp đỡ sinh viên .,positive,positive,True,12,0.998845511816488,positive,True
yêu cầu khá cao cho sinh viên về môn học .,yêu cầu khá cao cho sinh viên về môn học .,negative,negative,True,11,0.7133710658503309,negative,True
hiếm có giảng viên nào truyền đạt cảm hứng học tập và cả kiến thức bổ ích như thầy .,hiếm có giảng viên nào truyền đạt cảm hứng học tập và cả kiến thức bổ ích như thầy .,positive,positive,True,20,0.9899111091650126,positive,True
"kiến thức thu được là con số 0 , ngao ngán với bài tập cách giảng dạy của giảng viên .","kiến thức thu được là con số 0 , ngao ngán với bài tập cách giảng dạy của giảng viên .",negative,positive,False,21,0.706279074784133,positive,False
"giảng viên cần linh hoạt , không cứng nhắc chỉ ngồi đọc slide , cần có cách giảng dạy phù hợp để sinh viên dễ tiếp thu hơn .","giảng viên cần linh hoạt , không cứng nhắc chỉ ngồi đọc slide , cần có cách giảng dạy phù hợp để sinh viên dễ tiếp thu hơn .",negative,negative,True,29,0.999684388750658,negative,True
"nhiệt tình , nghiêm khắc .","nhiệt tình , nghiêm khắc .",positive,positive,True,6,0.9751196490605899,positive,True
"không cho bài tập thêm , toàn sửa lại ví dụ trong slide và sửa khá nhanh , sinh viên khó theo kịp .","không cho bài tập thêm , toàn sửa lại ví dụ trong slide và sửa khá nhanh , sinh viên khó theo kịp .",negative,negative,True,24,0.9994640719113006,negative,True
giáo viên chưa chấm đúng điểm .,giáo viên chưa chấm đúng điểm .,negative,negative,True,7,0.9984024420464326,negative,True
"nói thuyết trình , nhưng thực ra các bạn chỉ lên đọc slide thôi , và kết quả , ai ở nhóm nào chỉ hiểu được nội dung của nhóm mình trình bày mà thôi .","nói thuyết trình , nhưng thực ra các bạn chỉ lên đọc slide thôi , và kết quả , ai ở nhóm nào chỉ hiểu được nội dung của nhóm mình trình bày mà thôi .",negative,negative,True,36,0.8592916985216627,negative,True
phương pháp truyền đạt của cô hơi quan liêu bao cấp .,phương pháp truyền đạt của cô hơi quan liêu bao cấp .,negative,negative,True,12,0.5139547254037179,negative,True
"dạy từng phần , vẽ từng đoạn mạch và lý giải chứ không giải thích chung cả hình chương 4 doubledot datapath .","dạy từng phần , vẽ từng đoạn mạch và lý giải chứ không giải thích chung cả hình chương 4 doubledot datapath .",negative,negative,True,23,0.961182475401485,negative,True
"nhiệt tình , sửa một số lỗi phần speak , củng cố phần nghe - viết .","nhiệt tình , sửa một số lỗi phần speak , củng cố phần nghe viết .",positive,positive,True,16,0.8927064490973805,positive,True
thầy rất nhiệt tình và tâm huyết .,thầy rất nhiệt tình và tâm huyết .,positive,positive,True,8,0.9996368741800356,positive,True
"quá nhiều lý thuyết , ít giải bài tập .","quá nhiều lý thuyết , ít giải bài tập .",negative,negative,True,10,0.9990911838826263,negative,True
phương pháp giảng dạy không phù hợp với sinh viên .,phương pháp giảng dạy không phù hợp với sinh viên .,negative,negative,True,11,0.8985092740396182,negative,True
"theo em cần phải thêm thời gian học cho môn này , vì 2 tiết tuần không đủ để giảng viên truyền tải tốt nội dung cần thiết của một kỹ sư cần có .","theo em cần phải thêm thời gian học cho môn này , vì 2 tiết tuần không đủ để giảng viên truyền tải tốt nội dung cần thiết của một kỹ sư cần có .",negative,negative,True,35,0.9987503025474219,negative,True
"giáo viên nhiệt tình , phương pháp giảng bài dễ hiểu .","giáo viên nhiệt tình , phương pháp giảng bài dễ hiểu .",positive,positive,True,12,0.999865498897015,positive,True
"em không học thầy này mà sao lại có khảo sát , em không rõ cho lắm .","em không học thầy này mà sao lại có khảo sát , em không rõ cho lắm .",negative,negative,True,18,0.8929635393458869,negative,True
"trong lúc giải bài tập cho đến khi giải xong bài tập , sinh viên không thế hiểu được tại sao ra được kết quả và cũng không biết kết quả nào là chính xác để ghi nhận .","trong lúc giải bài tập cho đến khi giải xong bài tập , sinh viên không thế hiểu được tại sao ra được kết quả và cũng không biết kết quả nào là chính xác để ghi nhận .",negative,negative,True,39,0.9442559016633973,negative,True
em quí thầy nhưng em phải nói với thầy một cách hài hước và chân thành rằng là việc điểm danh trên lớp không hiệu quả .,em quí thầy nhưng em phải nói với thầy một cách hài hước và chân thành rằng là việc điểm danh trên lớp không hiệu quả .,negative,negative,True,27,0.671708768908079,negative,True
thầy nghỉ khá nhiều .,thầy nghỉ khá nhiều .,negative,negative,True,5,0.9408958660652297,negative,True
giảng không hiểu lắm .,giảng không hiểu lắm .,negative,negative,True,5,0.9874001858437335,negative,True
thầy hơi nghiêm túc và khó tính khiến sinh viên căng thẳng .,thầy hơi nghiêm túc và khó tính khiến sinh viên căng thẳng .,negative,negative,True,13,0.9581216118928059,negative,True
bài tập cần đa dạng và sát với nội dung lý thuyết hơn .,bài tập cần đa dạng và sát với nội dung lý thuyết hơn .,negative,negative,True,14,0.7296731987041517,negative,True
thầy giải và hướng dẫn giải bài tập dễ hiểu .,thầy giải và hướng dẫn giải bài tập dễ hiểu .,positive,positive,True,11,0.967134303497885,positive,True
cô dạy vẫn còn hơi khó hiểu ạ .,cô dạy vẫn còn hơi khó hiểu ạ .,negative,negative,True,9,0.9955845432153064,negative,True
"cô dạy lý thuyết ngắn gọn , bài tập thường xuyên !","cô dạy lý thuyết ngắn gọn , bài tập thường xuyên !",positive,positive,True,12,0.8877482460142081,positive,True
giảng viên bỏ nhiều tiết học .,giảng viên bỏ nhiều tiết học .,negative,negative,True,7,0.5819106899738472,negative,True
"giảng viên dạy hay , giảng kỹ .","giảng viên dạy hay , giảng kỹ .",positive,positive,True,8,0.9987169680453863,positive,True
"giảng viên dạy rất nhiệt tình , chỉ bảo tận tình .","giảng viên dạy rất nhiệt tình , chỉ bảo tận tình .",positive,positive,True,12,0.9995998344947274,positive,True
thầy rất đúng giờ !,thầy rất đúng giờ !,positive,positive,True,5,0.995831477322971,positive,True
dạy đầy đủ .,dạy đầy đủ .,positive,positive,True,4,0.9743380875779246,positive,True
